identifier,birth_place,native_language,other_languages,age,sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,mp3_name
mandarin61,"shangrao, jiangxi, china",mandarin,cantonese,33.0,female,16.0,academic,northern mariana islands,17 years,mandarin61.mp3
mandarin62,"shanghai, china",mandarin,spanish,24.0,male,7.0,academic,usa,5.5 years,mandarin62.mp3
mandarin63,"jiaozuo, henan, china",mandarin,french,27.0,male,12.0,academic,usa,4.3 years,mandarin63.mp3
mandarin64,"fuzhou, fujian, china",mandarin,min dong,24.0,female,10.0,academic,usa,5 years,mandarin64.mp3
mandarin65,"tianjin, hebei, china",mandarin,french,20.0,female,5.0,academic,usa,1.7 years,mandarin65.mp3
mandarin66,"shanghai, china",mandarin,spanish,22.0,female,19.0,academic,usa,3 years,mandarin66.mp3
mandarin67,"nanjing, china",mandarin,none,23.0,male,13.0,academic,,0 years,mandarin67.mp3
mandarin68,"dongyang, zhejiang, china",mandarin,none,23.0,male,10.0,academic,,0 years,mandarin68.mp3
mandarin69,"taizhou, jiangsu, china",mandarin,german,22.0,male,12.0,academic,,0 years,mandarin69.mp3
mandarin70,"shanghai, china",mandarin,japanese,21.0,female,8.0,academic,usa,2 years,mandarin70.mp3
mandarin71,"chengdu, sichuan, china",mandarin,french,20.0,female,6.0,academic,usa,0.2 years,mandarin71.mp3
mandarin72,"taichung, taiwan",mandarin,taiwanese,22.0,female,10.0,academic,usa,10 years,mandarin72.mp3
mandarin73,"chengdu, sichuan, china",mandarin,none,27.0,female,10.0,academic,usa,10 years,mandarin73.mp3
mandarin74,"shenzhen, china",mandarin,none,19.0,male,13.0,naturalistic,usa,4 years,mandarin74.mp3
mandarin75,"taipei, taiwan",mandarin,taiwanese,20.0,male,13.0,naturalistic,usa,6.5 years,mandarin75.mp3
mandarin76,"zhengzhou, henan, china",mandarin,none,29.0,male,12.0,academic,usa,5 years,mandarin76.mp3
mandarin77,"jingjiang, jiangsu, china",mandarin,german,20.0,female,8.0,academic,,0 years,mandarin77.mp3
mandarin78,"ganzhou, jiangxi, china",mandarin,japanese korean,20.0,female,6.0,academic,,0 years,mandarin78.mp3
mandarin79,"johor bahru, malaysia",mandarin,malay hokkien cantonese korean japanese,19.0,female,2.0,academic,australia,0.1 years,mandarin79.mp3
mandarin80,"xi'an, shanxi, china",mandarin,none,21.0,male,10.0,academic,usa,1 years,mandarin80.mp3
mandarin81,"suzhou, jiangsu, china",mandarin,none,22.0,female,10.0,academic,usa,0.1 years,mandarin81.mp3
mandarin82,"wuhai, china",mandarin,none,23.0,female,13.0,academic,usa,0.1 years,mandarin82.mp3
mandarin83,"zhengzhou, henan, china",mandarin,none,26.0,female,12.0,academic,usa,1 years,mandarin83.mp3
mandarin84,"zhengzhou, henan, china",mandarin,none,24.0,female,10.0,academic,usa,1 years,mandarin84.mp3
mandarin85,"changsha, hunan, china",mandarin,none,23.0,female,10.0,academic,usa,1 years,mandarin85.mp3
mandarin86,"shenyang, liaoning, china",mandarin,none,22.0,female,7.0,academic,usa,0.1 years,mandarin86.mp3
mandarin87,"lanzhou, gansu, china",mandarin,none,22.0,female,7.0,academic,usa,1 years,mandarin87.mp3
mandarin88,"anqing, anhui, china",mandarin,japanese,23.0,male,8.0,academic,,0 years,mandarin88.mp3
mandarin89,"taiyuan, shanxi, china",mandarin,none,19.0,male,12.0,academic,usa,1 years,mandarin89.mp3
mandarin90,"chengdu, sichuan, china",mandarin,none,27.0,male,8.0,academic,usa,0.8 years,mandarin90.mp3
mandarin91,"tongcheng, anhui, china",mandarin,none,22.0,male,13.0,academic,,0 years,mandarin91.mp3
mandarin92,"huai'an, jiangsu, china",mandarin,none,23.0,female,10.0,academic,,0 years,mandarin92.mp3
mandarin93,"xi'an, shanxi, china",mandarin,french,22.0,female,6.0,academic,usa,0.3 years,mandarin93.mp3
mandarin94,"baotou, inner mongolia, china",mandarin,none,23.0,male,8.0,academic,usa,0.3 years,mandarin94.mp3
mandarin95,"yangxin, hubei, china",mandarin,arabic,29.0,female,11.0,academic,usa,2 years,mandarin95.mp3
mandarin96,"qingdao, shandong, china",mandarin,none,27.0,female,9.0,academic,usa,5.4 years,mandarin96.mp3
mandarin97,"jiujiang, jiangxi, china",mandarin,none,28.0,female,11.0,academic,hong kong,1.5 years,mandarin97.mp3
mandarin98,"nanchang, jiangxi, china",mandarin,none,25.0,female,11.0,academic,australia,1.5 years,mandarin98.mp3
mandarin99,"nanchang, jiangxi, china",mandarin,none,26.0,female,9.0,academic,uk,1 years,mandarin99.mp3
mandarin100,"wuhan, hubei, china",mandarin,none,25.0,female,13.0,academic,,0 years,mandarin100.mp3
mandarin101,"jiujiang, jiangxi, china",mandarin,japanese,23.0,female,10.0,academic,,0 years,mandarin101.mp3
mandarin102,"huanggang, hubei, china",mandarin,japanese,27.0,female,10.0,academic,,0 years,mandarin102.mp3
mandarin103,"le shan, sichuan, china",mandarin,french,27.0,female,12.0,academic,usa,1 years,mandarin103.mp3
mandarin104,"beijing, china",mandarin,none,29.0,female,7.0,academic,usa,2 years,mandarin104.mp3
mandarin105,"tongliao, inner mongolia, china",mandarin,cantonese korean,26.0,female,12.0,academic,usa,2 years,mandarin105.mp3
mandarin106,"xi'an, shanxi, china",mandarin,none,25.0,female,2.0,academic,usa,5 years,mandarin106.mp3
mandarin107,"taiyuan, shanxi, china",mandarin,cantonese korean japanese,26.0,female,8.0,academic,australia,1 years,mandarin107.mp3
mandarin108,"nanning, guangxi, china",mandarin,cantonese,26.0,female,14.0,academic,australia,5 years,mandarin108.mp3
mandarin109,"xi'an, shanxi, china",mandarin,french,23.0,female,4.0,academic,australia,0.5 years,mandarin109.mp3
mandarin110,"panjin, liaoning, china",mandarin,french german ancient greek latin,24.0,female,7.0,academic,australia,2 years,mandarin110.mp3
mandarin111,"beijing, china",mandarin,none,23.0,female,6.0,academic,australia,0.2 years,mandarin111.mp3
mandarin112,"tianjin, china",mandarin,none,26.0,male,6.0,academic,usa,0.8 years,mandarin112.mp3
mandarin113,"hohhot, inner mongolia, china",mandarin,none,29.0,male,10.0,academic,usa,0.8 years,mandarin113.mp3
mandarin114,"beijing, china",mandarin,none,19.0,female,13.0,academic,usa,6 years,mandarin114.mp3
mandarin115,"urumqi, xinjiang, china",mandarin,latin,19.0,male,5.0,academic,,0 years,mandarin115.mp3
mandarin116,"baotou, inner mongolia, china",mandarin,mongolian french,24.0,male,9.0,academic,usa,1 years,mandarin116.mp3
mandarin117,"changchun, jilin, china",mandarin,none,25.0,male,9.0,academic,usa,6 years,mandarin117.mp3
mandarin118,"xi'an, shanxi, china",mandarin,none,24.0,female,9.0,academic,usa,1 years,mandarin118.mp3
mandarin119,"changchun, jilin, china",mandarin,none,24.0,female,7.0,academic,usa,1 years,mandarin119.mp3
mandarin120,"chengde, hebei, china",mandarin,none,24.0,male,10.0,academic,usa,0.1 years,mandarin120.mp3
mandarin121,"huangshan, anhui, china",mandarin,none,30.0,female,13.0,academic,usa,5 years,mandarin121.mp3
mandarin122,"xi'an, shanxi, china",mandarin,none,26.0,male,6.0,academic,usa,1 years,mandarin122.mp3
mandarin123,"chengdu, sichuan, china",mandarin,none,21.0,male,6.0,academic,usa,1 years,mandarin123.mp3
mandarin124,"chongqing, china",mandarin,none,33.0,female,13.0,academic,usa,3.2 years,mandarin124.mp3
mandarin125,"changchun, jilin, china",mandarin,none,24.0,female,6.0,academic,usa,1 years,mandarin125.mp3
mandarin126,"yulin, shanxi, china",mandarin,italian,24.0,male,8.0,academic,usa,2 years,mandarin126.mp3
mandarin127,"shenyang, liaoning, china",mandarin,cantonese dutch,25.0,male,15.0,academic,usa,3.3 years,mandarin127.mp3
mandarin128,"cixi, zhejiang, china",mandarin,none,21.0,female,7.0,academic,usa,2.5 years,mandarin128.mp3
mandarin129,"luoyang, henan, china",mandarin,none,22.0,female,12.0,academic,usa,0.3 years,mandarin129.mp3
mandarin130,"weifang, shandong, china",mandarin,none,22.0,female,7.0,academic,usa,6 years,mandarin130.mp3
mandarin131,"shenzhen, guangdong, china",mandarin,cantonese,20.0,male,6.0,academic,usa,0.8 years,mandarin131.mp3
mandarin132,"dangyang, hubei, china",mandarin,none,21.0,female,2.0,academic,usa,5 years,mandarin132.mp3
mandarin133,"beijing, china",mandarin,none,26.0,female,10.0,academic,usa,3 years,mandarin133.mp3
mandarin134,"luoyang, henan, china",mandarin,none,27.0,male,9.0,academic,usa,10 years,mandarin134.mp3
mandarin135,"langfang, hebei, china",mandarin,none,25.0,male,9.0,academic,usa,7 years,mandarin135.mp3
mandarin136,"shenyang, liaoning, china",mandarin,none,20.0,female,10.0,academic,usa,2 years,mandarin136.mp3
mandarin137,"xi'an, shanxi, china",mandarin,none,20.0,female,10.0,academic,usa,1 years,mandarin137.mp3
mandarin138,"chongqing, china",mandarin,none,21.0,female,7.0,academic,usa,0.1 years,mandarin138.mp3
mandarin139,"kunming, yunnan, china",mandarin,none,23.0,male,14.0,academic,usa,3 years,mandarin139.mp3
mandarin140,"xuzhou, jiangsu, china",mandarin,none,22.0,male,7.0,academic,usa,0.2 years,mandarin140.mp3
mandarin141,"beijing, china",mandarin,none,21.0,female,6.0,academic,usa,1 years,mandarin141.mp3
mandarin142,"chengdu, sichuan, china",mandarin,none,23.0,female,6.0,academic,usa,1 years,mandarin142.mp3
mandarin143,"fuyang, anhui, china",mandarin,none,25.0,female,10.0,academic,usa,0.2 years,mandarin143.mp3
mandarin144,"wuhu, anhui, china",mandarin,none,20.0,male,10.0,academic,usa,0.1 years,mandarin144.mp3
mandarin145,"qingdao, shandong, china",mandarin,none,21.0,female,4.0,academic,usa,1 years,mandarin145.mp3
mandarin146,"xi'an, shanxi, china",mandarin,none,24.0,female,6.0,academic,usa,2 years,mandarin146.mp3
mandarin147,"nanyang, henan, china",mandarin,none,19.0,female,9.0,academic,usa,0.1 years,mandarin147.mp3
mandarin148,"nanyang, henan, china",mandarin,none,19.0,female,6.0,academic,usa,0.1 years,mandarin148.mp3
mandarin149,"fuzhou, fujian, china",mandarin,none,19.0,female,6.0,academic,usa,0.1 years,mandarin149.mp3
mandarin150,"taiyuan, shanxi, china",mandarin,spanish german,18.0,female,12.0,academic,nigeria,4 years,mandarin150.mp3
mandarin151,"wuxi, jiangsu, china",mandarin,french,31.0,female,8.0,academic,,0 years,mandarin151.mp3
mandarin152,"taoyuan, taiwan",mandarin,taiwanese,26.0,male,18.0,academic,,0 years,mandarin152.mp3
mandarin153,"pingtung, taiwan",mandarin,taiwanese,22.0,male,6.0,academic,usa,0.2 years,mandarin153.mp3
mandarin154,"taipei, taiwan",mandarin,none,22.0,female,4.0,academic,usa,0.2 years,mandarin154.mp3
mandarin155,"baoding, hebei, china",mandarin,none,51.0,female,9.0,academic,usa,23 years,mandarin155.mp3
mandarin156,"kaohsiung, taiwan",mandarin,taiwanese,37.0,female,12.0,academic,usa,1 years,mandarin156.mp3
mandarin157,"zibo, shandong, china",mandarin,none,58.0,female,11.0,academic,usa,33 years,mandarin157.mp3
mandingo1,"freetown, sierra leone",mandingo,krio mende temne,36.0,male,9.0,academic,usa,3.5 years,mandingo1.mp3
mandinka1,"ziguinchor, senegal",mandinka,wolof french jola,23.0,male,12.0,academic,,0 years,mandinka1.mp3
mankanya1,"goudomp, senegal",mankanya,wolof french mandingo pulaar creole,27.0,male,15.0,academic,,0 years,mankanya1.mp3
marathi1,"bombay, india",marathi,gujarati hindi-urdu,21.0,female,3.0,academic,usa,4 years,marathi1.mp3
marathi2,"madras, india",marathi,hindi-urdu,28.0,male,10.0,academic,usa,0.5 years,marathi2.mp3
marathi3,"bombay, india",marathi,hindi punjabi bengali,31.0,male,2.0,academic,australia,4 years,marathi3.mp3
marathi4,"bombay, india",marathi,hindi,24.0,male,7.0,academic,usa,0.3 years,marathi4.mp3
marathi5,"bombay, india",marathi,hindi,24.0,male,6.0,academic,usa,0.2 years,marathi5.mp3
marathi6,"nagpur, maharashtra, india",marathi,hindi,25.0,male,5.0,academic,usa,0.1 years,marathi6.mp3
marathi7,"bombay, india",marathi,hindi,24.0,female,3.0,naturalistic,usa,0.2 years,marathi7.mp3
marathi8,"bombay, india",marathi,hindi,53.0,female,10.0,academic,usa,30 years,marathi8.mp3
marathi9,"bombay, maharashtra, india",marathi,hindi,27.0,female,8.0,academic,usa,3 years,marathi9.mp3
marathi10,"chiplun, maharashtra, india",marathi,hindi,26.0,female,7.0,academic,usa,1 years,marathi10.mp3
marathi11,"bombay, maharashtra, india",marathi,hindi punjabi,31.0,male,9.0,academic,usa,10 years,marathi11.mp3
masbatenyo1,"osun, masbate, philippines",masbatenyo,none,53.0,female,12.0,naturalistic,usa,20 years,masbatenyo1.mp3
mauritian1,"port louis, mauritius",mauritian,french,21.0,male,5.0,academic,usa,0.2 years,mauritian1.mp3
mauritian2,"grand port, mauritius",mauritian,arabic french,48.0,male,7.0,academic,usa,34.7 years,mauritian2.mp3
mauritian3,"rose hill, mauritius",mauritian,hindi french,26.0,male,5.0,academic,usa,0.4 years,mauritian3.mp3
mende1,"harbel, liberia",mende,none,35.0,male,5.0,academic,"liberia, usa",35 years,mende1.mp3
mende2,"freetown, sierra leone",mende,none,21.0,female,2.0,naturalistic,"sierra leone, usa",21 years,mende2.mp3
mende3,"freetown, sierra leone",mende,krio,32.0,male,5.0,academic,usa,3 years,mende3.mp3
min nan1,"dongguan, guangdong, china",min nan,mandarin,25.0,male,6.0,academic,usa,2 years,min nan1.mp3
miskito1,"krinkrin, rio coco, nicaragua",miskito,spanish,18.0,male,8.0,academic,,0 years,miskito1.mp3
miskito2,"bilwi, puerto cabezas, nicaragua",miskito,spanish,18.0,female,7.0,academic,,0 years,miskito2.mp3
miskito3,"bilwi, puerto cabezas, nicaragua",miskito,spanish,32.0,male,14.0,academic,,0 years,miskito3.mp3
miskito4,"bilwi, puerto cabezas, nicaragua",miskito,spanish,18.0,male,15.0,academic,,0 years,miskito4.mp3
miskito5,"bilwi, puerto cabezas, nicaragua",miskito,spanish,18.0,female,7.0,academic,,0 years,miskito5.mp3
miskito6,"bilwi, puerto cabezas, nicaragua",miskito,spanish,19.0,male,12.0,academic,,0 years,miskito6.mp3
miskito7,"bilwi, puerto cabezas, nicaragua",miskito,spanish,20.0,male,15.0,academic,,0 years,miskito7.mp3
miskito8,"walakitang, rio coco, nicaragua",miskito,spanish,18.0,male,12.0,academic,,0 years,miskito8.mp3
miskito9,"bilwi, puerto cabezas, nicaragua",miskito,spanish,40.0,male,38.0,naturalistic,usa,0.2 years,miskito9.mp3
miskito10,"kum, rio coco, nicaragua",miskito,spanish,18.0,male,13.0,academic,,0 years,miskito10.mp3
miskito11,"bilwi, puerto cabezas, nicaragua",miskito,none,18.0,female,11.0,academic,,0 years,miskito11.mp3
mizo1,"mandalay, myanmar",mizo,burmese,37.0,male,6.0,academic,usa,5 years,mizo1.mp3
moba1,"mango, togo",moba,french ewe spanish,54.0,male,15.0,academic,usa,10 years,moba1.mp3
mongolian1,"ulaanbaatar, mongolia",mongolian,russian,18.0,female,15.0,naturalistic,usa,3 years,mongolian1.mp3
mongolian2,"ulaanbaatar, mongolia",mongolian,russian,22.0,male,17.0,academic,usa,0.25 years,mongolian2.mp3
mongolian3,"ulaanbaatar, mongolia",mongolian,russian turkish,38.0,male,10.0,academic,usa,0.66 years,mongolian3.mp3
mongolian4,"ulaanbaatar, mongolia",mongolian,chinese russian,19.0,male,15.0,academic,usa,1 years,mongolian4.mp3
mongolian5,"sofia, bulgaria",mongolian,russian,23.0,male,9.0,academic,usa,9 years,mongolian5.mp3
mongolian6,"sukhbaatar, mongolia",mongolian,russian mandarin,29.0,female,26.0,academic,usa,3 years,mongolian6.mp3
mongolian7,"darhan, mongolia",mongolian,japanese russian,28.0,female,28.0,academic,usa,0.5 years,mongolian7.mp3
mongolian8,"jining, inner mongolia, china",mongolian,mandarin,25.0,male,5.0,academic,usa,1.5 years,mongolian8.mp3
mongolian9,"yekaterinburg, russia",mongolian,italian french german,19.0,male,5.0,naturalistic,usa,14 years,mongolian9.mp3
mongolian10,"ulaanbaatar, mongolia",mongolian,none,28.0,female,20.0,academic,usa,5 years,mongolian10.mp3
moore1,"tenkodogo, burkina faso",moore,french,29.0,female,12.0,academic,usa,8 years,moore1.mp3
mortlockese1,"weno, chuuk, federated states of micronesia",mortlockese,chuukese pohnpeian,21.0,male,6.0,academic,usa,3 years,mortlockese1.mp3
nama1,"rehoboth, namibia",nama,afrikaans,44.0,male,12.0,academic,"namibia, usa",44 years,nama1.mp3
nandi1,"eldoret, kenya",nandi,swahili,35.0,male,18.0,academic,usa,15 years,nandi1.mp3
naxi1,"shangri-la, yunnan, china",naxi,tibetan mandarin,24.0,female,12.0,academic,usa,1 years,naxi1.mp3
ndebele1,"bulawyo, zimbabwe",ndebele,french,24.0,female,8.0,academic,usa,4 years,ndebele1.mp3
nepali1,"kathmandu, nepal",nepali,hindi-urdu,22.0,female,5.0,academic,usa,4 years,nepali1.mp3
nepali2,"kathmandu, nepal",nepali,hindi tibetan sherpa,37.0,female,14.0,academic,usa,4 years,nepali2.mp3
nepali3,"dharan, nepal",nepali,hindi,36.0,male,4.0,academic,usa,10 years,nepali3.mp3
nepali4,"pokhara, nepal",nepali,hindi,25.0,male,5.0,academic,usa,2 years,nepali4.mp3
nepali5,"chisapani, nepal",nepali,mandarin hindi japanese,39.0,male,9.0,academic,usa,5 years,nepali5.mp3
nepali6,"bhadrapur, nepal",nepali,hindi newar,24.0,male,6.0,academic,usa,6 years,nepali6.mp3
nepali7,"chitwan, nepal",nepali,hindi,19.0,male,7.0,academic,usa,6 years,nepali7.mp3
nepali8,"pokhara, nepal",nepali,hindi gurung,20.0,male,5.0,academic,usa,1.5 years,nepali8.mp3
nepali9,"baglung, nepal",nepali,hindi-urdu,36.0,male,10.0,academic,usa,4 years,nepali9.mp3
nepali10,"kathmandu, nepal",nepali,hindi urdu,23.0,female,3.0,academic,usa,3 years,nepali10.mp3
nepali11,"kathmandu, nepal",nepali,hindi,24.0,female,20.0,academic,usa,1 years,nepali11.mp3
nepali12,"kathmandu, nepal",nepali,hindi,26.0,female,6.0,academic,usa,3 years,nepali12.mp3
nepali13,"kathmandu, nepal",nepali,hindi urdu,25.0,female,5.0,academic,usa,11 years,nepali13.mp3
nepali14,"kathmandu, nepal",nepali,hindi,40.0,male,10.0,academic,usa,8 years,nepali14.mp3
nepali15,"kathmandu, nepal",nepali,none,22.0,female,3.0,naturalistic,usa,3 years,nepali15.mp3
nepali16,"kathmandu, nepal",nepali,hindi,35.0,female,9.0,academic,usa,8 years,nepali16.mp3
nepali17,"kathmandu, nepal",nepali,none,21.0,female,8.0,naturalistic,usa,15 years,nepali17.mp3
nepali18,"gorkha, nepal",nepali,hindi,32.0,female,5.0,academic,usa,6 years,nepali18.mp3
newari1,"kathmandu, nepal",newari,hindi,29.0,male,5.0,naturalistic,usa,5.5 years,newari1.mp3
ngemba1,"bota, cameroon",ngemba,french,41.0,male,15.0,academic,usa,3 years,ngemba1.mp3
ngemba2,"bamenda, cameroon",ngemba,french,63.0,female,6.0,academic,usa,20 years,ngemba2.mp3
nicaragua creole english1,"bilwi, puerto cabezas, nicaragua",nicaragua creole english,spanish miskito,41.0,male,15.0,naturalistic,,0 years,nicaragua creole english1.mp3
nicaragua creole english2,"waspam, rio coco, nicaragua",nicaragua creole english,miskito,50.0,male,16.0,naturalistic,,0 years,nicaragua creole english2.mp3
nicaragua creole english3,"bilwi, puerto cabezas, nicaragua",nicaragua creole english,spanish,20.0,male,8.0,naturalistic,,0 years,nicaragua creole english3.mp3
nicaragua creole english4,"bilwi, puerto cabezas, nicaragua",nicaragua creole english,miskito spanish,37.0,male,24.0,naturalistic,,0 years,nicaragua creole english4.mp3
northern sotho1,"polokwane, limpopo, south africa",northern sotho,setswana sesotho,36.0,female,6.0,academic,"south africa, usa",36 years,northern sotho1.mp3
norwegian1,"drammen, norway",norwegian,french,33.0,female,10.0,academic,usa,0.3 years,norwegian1.mp3
norwegian2,"oslo, norway",norwegian,french german,55.0,female,12.0,academic,usa,32 years,norwegian2.mp3
